Generated_ParticipantID,UserLanguage,1,1_8_TEXT,2,3,4,Q63,5,6,7,7_7_TEXT,8,9,10,10_8_TEXT,11,11_6_TEXT,12,13,QID53,QID54,14_1,14_2,14_3,15,QID94,QID95,16,16_12_TEXT,17,18,18_11_TEXT,19,20,20_9_TEXT,21,21_9_TEXT,22,23,24,24_6_TEXT,25,25_7_TEXT,29,31,33_Collapsed,34,Q35_City,,
R_1FUnQ7wPy3NW5qx,EN,"Neighborhood beautification,Improved air quality,Improved stormwater quality",,A drainage ditch nearby,(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Requested assistance from local government (e.g., city, county) to improve drainage",,Wetland restoration (coastal or inland),Permeable pavement,Nature-based detention pond,Wetland restoration (inland or coastal),1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Slight trust,"High installment costs,Increased taxes,Maintenance issues",,Not at all satisfied,"More frequent updates on local flood risks,Better access to emergency resources and assistance",,"Compensation for time (e.g., money, gift cards)",,I participate in most meetings,Moderately involved,My local neighborhood association or homeowners association (HOA),,Facebook Posts,,Yes,1-5 years,Low (<50k),I own my home.,Houston,,
R_6aRZ4tQRV0kNl1c,EN,"Increased property value,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),Heavy rainfall or storms,,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income",,Only my landlord can take action to address or reduce flooding at my residence,,Large park,Rain garden,Nature-based detention pond,Large park,1,2,3,I don’t know,"Yes, it is important",Prefer not to answer,State of Texas,,Slight trust,Attracting unwanted pests,,Moderately satisfied,"Improved use of technology (e.g., apps, websites) for flood risk information",,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,There are no meetings available related to this topic,Somewhat involved,My local neighborhood association or homeowners association (HOA),,Facebook Posts,,Yes,6-10 years,Moderate (50k-<150k),I rent my home.,Houston,,
R_13fVr807jdrIDWY,EN,"Improved air quality,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Long-standing water bodies,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)",I have not experienced any of these events,,I have not taken any measures to address or reduce flooding,,I have not seen any of the GSI examples in my community.,Rainwater harvesting,Urban forestry,Wetland conservation,3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,There are no concerns,,Moderately satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Compensation for time (e.g., money, gift cards)",,I rarely participate in meetings,Moderately involved,I am not part of any organizations focused on drainage and flooding issues.,,Instagram Posts,,No,Over 20 years,Low (<50k),I own my home.,Houston,,
R_7wHwJyTfTpeZ3I8,EN,"Neighborhood beautification,Improved air quality,Increased property value",,"Long-standing water bodies,A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Always – (every time it rains),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date)",,"$5,000 - $10,000","Above the knee (e.g., over 12 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income,Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Pocket prairie,Pocket wetland,Rainwater harvesting,Wetland conservation","Permeable pavement,Rain garden","Nature-based detention pond,Pocket prairie","Wetland conservation,Wetland restoration (inland or coastal)",2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),High installment costs,Increased taxes,Lack of educational resources for the community,Space requirements–not enough space",,Very satisfied,"More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Host more regular and diverse community meetings representative of the community,Providing multilingual interpretation services",,I participate in all meetings,Very involved,"West Street Recovery (WSR),Coalition for Environment, Equity and Resilience (CEER)",,Instagram Posts,,Yes,6-10 years,Moderate (50k-<150k),I own my home.,Houston,,
R_1wvFBb87RILWJ9L,EN,Improved air quality,,"Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(5) Anahuac Coastal Marsh and Prairies,"No, I do not think they impact flooding in my community",Drought,Always – (every time it rains),Rarely – (once a year or less),Increased development or urbanization,,"$10,000 - $20,000","Above the knee (e.g., over 12 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income,Mental health impact (e.g., anxiety, trauma, stress),Displacement from home (e.g., temporary relocation),Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,Raised the foundation of my house,,Wetland restoration (coastal or inland),Rainwater harvesting,Nature-based detention pond,"Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","No, it is not important","Yes, it is important",Local city planning departments,,Slight trust,"Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),Lack of educational resources for the community,Not fitting into community look/aesthetic,Space requirements–not enough space",,Slightly satisfied,"Improved use of technology (e.g., apps, websites) for flood risk information",,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards)",,I occasionally participate in meetings,Not at all involved,My local neighborhood association or homeowners association (HOA),,Newspaper articles/Flyers,,No,11-20 years,Low (<50k),I own my home.,Houston,,
R_1DvzlfkNbYBkcxd,EN,"Neighborhood beautification,Stress reduction",,A drainage ditch nearby,(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Sometimes – (once every 2-6 months),"Blocked or clogged drainage systems,Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Between ankle and knee level (e.g., above 3 inches, up to 12 inches)",Loss of work or income,,Only my landlord can take action to address or reduce flooding at my residence,,Nature-based detention pond,Rainwater harvesting,Nature-based detention pond,Large park,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,Equity in implementation–areas that need it most may not get first priority,,Not at all satisfied,More frequent updates on local flood risks,,"Better information sharing (e.g., more frequent announcements, different forms of communication)",,There are no meetings available related to this topic,Moderately involved,I am not part of any organizations focused on drainage and flooding issues.,,Community bulletin posts,,Yes,Less than a year,Low (<50k),I rent my home.,Houston,,
R_10tTsSYTD8qMBBs,EN,"Improved air quality,Improved soil quality,Recreation (e.g., fishing, bird watching, walking)",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Never,"Heavy rainfall or storms,Blocked or clogged drainage systems,Nearby river, creek, or bayou overflowing",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)",I have not experienced any of these events,,"Not applicable (e.g., flooding has not affected my residence)",,"Nature-based detention pond,Large park,Pocket wetland,Wetland conservation",I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,"Large park,Wetland conservation,Wetland restoration (inland or coastal)",3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Extreme trust,High installment costs,,Very satisfied,"Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication)",,"I never participate in meetings, although they are available",Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Other:,Local news websites ,Yes,1-5 years,Low (<50k),I do not rent or own my home.,Houston,,
R_1RapduFIbZpSd9w,EN,Improved air quality,,I do not know,I am not sure which critical wetland is located upstream of me.,I do not know,Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Not applicable (e.g., my neighborhood does not flood)",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)",I have not experienced any of these events,,I have not taken any measures to address or reduce flooding,,I have not seen any of the GSI examples in my community.,I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,I prefer not to implement large-scale GSI in my community,2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Houston Galveston Area Council (HGAC),,Extreme trust,There are no concerns,,Extremely satisfied,"Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication)",,"I never participate in meetings, although they are available",Extremely involved,I am not part of any organizations focused on drainage and flooding issues.,,Facebook Posts,,Yes,Over 20 years,Low (<50k),I rent my home.,Baytown,,
R_1cuRr2mImleM5QX,EN,"Neighborhood beautification,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",I am not sure which critical wetland is located upstream of me.,"Yes, I think they impact flooding in my community",Drought,Never,Never,"Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Nearby river, creek, or bayou overflowing",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)",I have not experienced any of these events,,"Not applicable (e.g., flooding has not affected my residence)",,"Large park,Permeable pavement","Permeable pavement,Rainwater harvesting",Nature-based detention pond,Large park,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",United States Environmental Protection Agency (US EPA),,Moderate trust,"Attracting unwanted pests,Increased taxes,Maintenance issues",,Very satisfied,"More frequent updates on local flood risks,Increased opportunities for community feedback,Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Host more regular and diverse community meetings representative of the community",,I occasionally participate in meetings,Somewhat involved,I am not part of any organizations focused on drainage and flooding issues.,,Phone Calls,,No,1-5 years,Moderate (50k-<150k),I rent my home.,Houston,,
R_3hnWq3SYuQRTaA2,EN,"Improved air quality,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,Long-standing water bodies,(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Never,Never,"Not applicable (e.g., my neighborhood does not flood)",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)",I have not experienced any of these events,,I have not taken any measures to address or reduce flooding,,I have not seen any of the GSI examples in my community.,I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,"Large park,Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),Increased taxes",,Slightly satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information,Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Host more regular and diverse community meetings representative of the community,Providing multilingual interpretation services,Providing child care",,I rarely participate in meetings,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Newspaper articles/Flyers,,No,Over 20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_19aXTph6ScH7vrk,EN,"Neighborhood beautification,Improved air quality,Improved stormwater quality",,Consistently-saturated soil,I am not sure which critical wetland is located upstream of me.,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,Engaged with local authorities around flooding issues,,I have not seen any of the GSI examples in my community.,I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,I prefer not to implement large-scale GSI in my community,3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Extreme trust,"Attracting unwanted pests,Increased taxes",,Extremely satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance",,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community,Providing multilingual interpretation services",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Community bulletin posts,,No,11-20 years,Low (<50k),I rent my home.,Houston,,
R_1NERtg6D6wXZMVY,EN,"Improved air quality,Improved soil quality,Increased property value",,"Long-standing water bodies,A drainage ditch nearby,A creek nearby",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems",,"$1,000 - $5,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Engaged with local authorities around flooding issues,Only my landlord can take action to address or reduce flooding at my residence",,"Large park,Permeable pavement,Pocket prairie","Permeable pavement,Rain garden",Pocket wetland,Wetland conservation,2,1,3,"Yes, it is important","No, it is not important","No, it is not important",Houston Galveston Area Council (HGAC),,Moderate trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification),High installment costs,Increased taxes",,Very satisfied,"Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards)",,I occasionally participate in meetings,Moderately involved,"West Street Recovery (WSR),Northeast Action Collective (NAC)",,Facebook Posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_3LTmCFYKCV1QoBX,EN,"Neighborhood beautification,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,A drainage ditch nearby",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Nearby river, creek, or bayou overflowing",,"$1,000 - $5,000","Less than or at ankle level (e.g., under 3 inches)","Mental health impact (e.g., anxiety, trauma, stress),Interruption of utility services (e.g., power outages, water supply)",,I have not taken any measures to address or reduce flooding,,"Nature-based detention pond,Large park,Pocket prairie","Rain garden,Rainwater harvesting","Pocket prairie,Urban forestry","Large park,Wetland conservation",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Moderate trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification),High installment costs,Increased taxes",,Slightly satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information,Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Providing multilingual interpretation services",,I rarely participate in meetings,Moderately involved,My local neighborhood association or homeowners association (HOA),,Phone Calls,,Yes,6-10 years,Moderate (50k-<150k),I own my home.,Houston,,
R_5mCEVPy7EoOpOVz,EN,"Neighborhood beautification,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Long-standing water bodies,A drainage ditch nearby,Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Always – (every time it rains),Always – (every time it rains),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"$1,000 - $5,000","Less than or at ankle level (e.g., under 3 inches)","Property damage (e.g., vehicle damage, home repairs),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,I have not taken any measures to address or reduce flooding,,I have not seen any of the GSI examples in my community.,"Bioswale,Permeable pavement,Rain garden,Rainwater harvesting","Nature-based detention pond,Pocket prairie,Pocket wetland,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",2,3,1,"Yes, it is important",I don’t know,"Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Slight trust,"Attracting unwanted pests,Not fitting into community look/aesthetic",,Slightly satisfied,"More detailed information about flood preparedness,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards)",,I rarely participate in meetings,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Word of mouth,,No,Less than a year,Moderate (50k-<150k),I own my home.,Houston,,
R_6LdpnpBhMSClMco,EN,"Improved soil quality,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree)",(1) Lake Houston Flatwood Wetlands,"No, I do not think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Aging infrastructure (e.g., not in compliance–out of date),Nearby river, creek, or bayou overflowing",,$0 - I haven't spent any money on flood-related repairs,"Not applicable (e.g., no experiences with flooding)","Interruption of utility services (e.g., power outages, water supply)",,I have not taken any measures to address or reduce flooding,,"Nature-based detention pond,Rain garden",I prefer not to implement small-scale GSI in my community,I prefer not to implement mid-scale GSI in my community,I prefer not to implement large-scale GSI in my community,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Moderate trust,Increased taxes,,Not at all satisfied,Enhanced coordination with other local organizations/agencies,,"Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Newspaper articles/Flyers,,No,Over 20 years,Low (<50k),I own my home.,Houston,,
R_7y2efk5ISqsP58C,EN,"Neighborhood beautification,Improved stormwater quality,Increased property value",,"Long-standing water bodies,A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Aging infrastructure (e.g., not in compliance–out of date),Nearby river, creek, or bayou overflowing",,"$10,000 - $20,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,I have not taken any measures to address or reduce flooding,,"Nature-based detention pond,Large park,Pocket prairie","Bioswale,Rain garden","Nature-based detention pond,Pocket prairie,Pocket wetland","Large park,Wetland conservation",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,There are no concerns,,Moderately satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information,Improved translation and accessibility information for non-English speakers",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards)",,There are no meetings available related to this topic,Not at all involved,I am not part of any organizations focused on drainage and flooding issues.,,Other:,Tiktok,No,Over 20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_3SBl3MiocOwVDYI,EN,"Improved air quality,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues,Only my landlord can take action to address or reduce flooding at my residence",,"Bioswale,Large park,Permeable pavement,Rain garden,Urban forestry,Wetland conservation","Bioswale,Permeable pavement,Rain garden,Rainwater harvesting","Nature-based detention pond,Pocket prairie,Pocket wetland,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",3,1,2,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Above average trust,"Equity in implementation–areas that need it most may not get first priority,High installment costs,Increased taxes,Lack of educational resources for the community,Maintenance issues",,Extremely satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Enhanced coordination with other local organizations/agencies,Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community,Providing multilingual interpretation services",,I occasionally participate in meetings,Very involved,"Bayou City Waterkeeper (BCWK),West Street Recovery (WSR),Coalition for Environment, Equity and Resilience (CEER),Northeast Action Collective (NAC),My local neighborhood association or homeowners association (HOA)",,Instagram Posts,,No,6-10 years,High (≥150k),I own my home.,Houston,,
R_3tmsc4T3LKBNJaF,EN,"Improved soil quality,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,"A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(3) Greater Katy Prairie-Pothole Pimple-Mound Complexes,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,"$1,000 - $5,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Mental health impact (e.g., anxiety, trauma, stress),Displacement from home (e.g., temporary relocation),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Pocket wetland,Rainwater harvesting",Rainwater harvesting,Urban forestry,"Large park,Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Above average trust,"High installment costs,Increased taxes,Maintenance issues,Space requirements–not enough space",,Moderately satisfied,"Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community",,I occasionally participate in meetings,Moderately involved,"Bayou City Waterkeeper (BCWK),My local neighborhood association or homeowners association (HOA)",,Facebook Posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_5fpIPe9Xc6rWdtb,EN,"Increased property value,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(3) Greater Katy Prairie-Pothole Pimple-Mound Complexes,I do not know,Drought,Often – (At least once a month),Sometimes – (once every 2-6 months),"Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Above the knee (e.g., over 12 inches)","Loss of work or income,Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Raised the foundation of my house,Engaged with local authorities around flooding issues",,"Large park,Pocket wetland,Wetland conservation","Permeable pavement,Rainwater harvesting","Nature-based detention pond,Urban forestry",Wetland restoration (inland or coastal),2,1,3,I don’t know,"No, it is not important","Yes, it is important",Local city planning departments,,Above average trust,"Equity in implementation–areas that need it most may not get first priority,Increased taxes",,Very satisfied,"Better access to emergency resources and assistance,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Providing multilingual interpretation services",,"I never participate in meetings, although they are available",Somewhat involved,I am not part of any organizations focused on drainage and flooding issues.,,Instagram Posts,,No,1-5 years,Low (<50k),I rent my home.,Houston,,
